window_ts,window_start,market_id,avg_yes_price,avg_price_change_pct,tick_count,location_id,avg_wind_speed,avg_pressure,avg_humidity,avg_precip_prob
1781494200,2026-06-14 23:30:00-04,cat5_hurricane_us_2026,0.12545454545454549,0.16727272727272743,22,houston,1.875,1014.8249999999999,82.5,0.0
1781494200,2026-06-14 23:30:00-04,cat5_hurricane_us_2026,0.12545454545454549,0.16727272727272743,22,miami,4.25,1018.0600000000001,79.25,0.0
1781494200,2026-06-14 23:30:00-04,cat5_hurricane_us_2026,0.12545454545454549,0.16727272727272743,22,new_orleans,3.575,1015.7275,82.5,0.0
1781496000,2026-06-15 00:00:00-04,cat5_hurricane_us_2026,0.11571428571428574,0.8167857142857142,56,houston,1.5166666666666666,1014.7966666666666,84.33333333333333,0.0
1781496000,2026-06-15 00:00:00-04,cat5_hurricane_us_2026,0.11571428571428574,0.8167857142857142,56,miami,4.050000000000001,1017.9183333333334,77.33333333333333,0.0
1781496000,2026-06-15 00:00:00-04,cat5_hurricane_us_2026,0.11571428571428574,0.8167857142857142,56,new_orleans,2.783333333333333,1015.8833333333333,83.33333333333333,0.0
